Data 2
ECF80-PENTODE
Do Not Model
Va	4	200	16
Vs	170	170	0
Vg	0	-4	4
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
1	1	1.46	19.63	0.00	5.51	170.12	6.30
2	1	9.86	12.76	0.00	14.76	168.48	6.30
3	1	15.19	8.33	0.00	26.99	168.40	6.30
4	1	16.93	7.17	0.00	39.13	168.36	6.30
5	1	17.77	6.66	0.00	51.30	168.37	6.30
6	1	18.38	6.40	0.00	63.44	168.37	6.30
7	1	18.74	6.21	0.00	75.58	168.37	6.30
8	1	19.08	6.09	0.00	87.72	168.36	6.30
9	1	19.37	6.00	0.00	99.86	168.36	6.30
10	1	-1.00	6.00	0.00	99.86	168.36	6.30
11	1	-1.00	6.00	0.00	99.86	168.36	6.30
12	1	-1.00	6.00	0.00	99.86	168.36	6.30
13	1	-1.00	6.00	0.00	99.86	168.36	6.30
14	1	-1.00	6.00	0.00	99.86	168.36	6.30
15	1	-1.00	6.00	0.00	99.86	168.36	6.30
16	1	-1.00	6.00	0.00	99.86	168.36	6.30
17	1	-1.00	6.00	0.00	99.86	168.36	6.30
1	2	1.42	15.06	-1.00	5.51	170.04	6.30
2	2	8.82	8.32	-1.00	14.74	168.40	6.30
3	2	11.97	5.58	-1.00	26.93	168.35	6.30
4	2	12.89	4.86	-1.00	39.06	168.32	6.30
5	2	13.26	4.59	-1.00	51.72	168.34	6.30
6	2	13.46	4.46	-1.00	63.86	168.33	6.30
7	2	13.62	4.37	-1.00	75.97	168.31	6.30
8	2	13.74	4.28	-1.00	88.10	168.31	6.30
9	2	13.85	4.22	-1.00	99.73	168.31	6.30
10	2	13.95	4.16	-1.00	111.87	167.80	6.30
11	2	13.97	4.13	-1.00	124.50	167.80	6.30
12	2	-1.00	4.13	-1.00	124.50	167.80	6.30
13	2	-1.00	4.13	-1.00	124.50	167.80	6.30
14	2	-1.00	4.13	-1.00	124.50	167.80	6.30
15	2	-1.00	4.13	-1.00	124.50	167.80	6.30
16	2	-1.00	4.13	-1.00	124.50	167.80	6.30
17	2	-1.00	4.13	-1.00	124.50	167.80	6.30
1	3	1.87	7.59	-2.00	5.50	169.88	6.30
2	3	5.87	3.84	-2.00	14.67	168.30	6.30
3	3	6.96	2.90	-2.00	26.84	168.31	6.30
4	3	7.32	2.60	-2.00	38.96	168.28	6.30
5	3	7.44	2.51	-2.00	51.60	168.28	6.30
6	3	7.52	2.45	-2.00	63.73	168.27	6.30
7	3	7.58	2.40	-2.00	75.86	168.27	6.30
8	3	7.60	2.35	-2.00	87.49	168.27	6.30
9	3	7.71	2.35	-2.00	100.11	168.25	6.30
10	3	7.75	2.33	-2.00	112.26	168.27	6.30
11	3	7.78	2.31	-2.00	124.39	168.27	6.30
12	3	7.84	2.30	-2.00	136.53	168.27	6.30
13	3	7.86	2.26	-2.00	148.15	168.27	6.30
14	3	7.89	2.26	-2.00	160.28	168.27	6.30
15	3	7.93	2.24	-2.00	172.42	168.27	6.30
16	3	7.97	2.24	-2.00	185.06	168.27	6.30
17	3	8.02	2.23	-2.00	197.19	168.78	6.30
1	4	1.42	2.39	-3.00	5.49	169.79	6.30
2	4	2.46	1.32	-3.00	16.12	168.76	6.30
3	4	2.74	1.07	-3.00	26.74	168.25	6.30
4	4	2.85	0.96	-3.00	38.88	168.25	6.30
5	4	2.90	0.92	-3.00	51.51	168.25	6.30
6	4	2.93	0.90	-3.00	63.65	168.25	6.30
7	4	2.95	0.89	-3.00	75.78	168.25	6.30
8	4	2.96	0.88	-3.00	87.91	168.25	6.30
9	4	2.97	0.87	-3.00	100.04	168.25	6.30
10	4	3.00	0.87	-3.00	112.68	168.25	6.30
11	4	3.01	0.86	-3.00	124.81	168.25	6.30
12	4	3.01	0.85	-3.00	136.44	168.25	6.30
13	4	3.03	0.84	-3.00	148.57	168.25	6.30
14	4	3.03	0.84	-3.00	160.68	168.22	6.30
15	4	3.05	0.83	-3.00	172.81	168.22	6.30
16	4	3.07	0.83	-3.00	184.94	168.22	6.30
17	4	3.11	0.84	-3.00	197.08	168.73	6.30
1	5	0.47	0.61	-4.00	5.49	169.78	6.30
2	5	0.70	0.35	-4.00	16.09	168.24	6.30
3	5	0.78	0.27	-4.00	27.19	168.21	6.30
4	5	0.82	0.24	-4.00	38.82	168.21	6.30
5	5	0.82	0.23	-4.00	51.48	168.23	6.30
6	5	0.83	0.23	-4.00	63.59	168.21	6.30
7	5	0.83	0.22	-4.00	75.74	168.23	6.30
8	5	0.83	0.22	-4.00	87.37	168.23	6.30
9	5	0.84	0.22	-4.00	100.00	168.23	6.30
10	5	0.84	0.22	-4.00	112.62	168.21	6.30
11	5	0.84	0.21	-4.00	124.75	168.21	6.30
12	5	0.84	0.21	-4.00	136.88	168.21	6.30
13	5	0.85	0.21	-4.00	148.51	168.21	6.30
14	5	0.85	0.21	-4.00	160.64	168.21	6.30
15	5	0.85	0.21	-4.00	172.77	168.21	6.30
16	5	0.86	0.21	-4.00	184.90	168.72	6.30
17	5	0.88	0.21	-4.00	197.04	168.72	6.30
