Data 2
ECF80-PENTODE
Do Not Model
Va	4	200	16
Vs	170	170	0
Vg	0	-4	4
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
1	1	1.11	23.96	0.00	5.96	170.16	6.30
2	1	7.37	18.04	0.00	14.67	168.03	6.30
3	1	14.57	11.55	0.00	26.93	168.42	6.30
4	1	18.25	8.30	0.00	39.13	168.36	6.30
5	1	19.40	7.32	0.00	51.79	168.34	6.30
6	1	19.81	6.95	0.00	63.42	167.83	6.30
7	1	20.12	6.74	0.00	75.56	168.33	6.30
8	1	20.33	6.58	0.00	87.69	168.33	6.30
9	1	-1.00	6.58	0.00	87.69	168.33	6.30
10	1	-1.00	6.58	0.00	87.69	168.33	6.30
11	1	-1.00	6.58	0.00	87.69	168.33	6.30
12	1	-1.00	6.58	0.00	87.69	168.33	6.30
13	1	-1.00	6.58	0.00	87.69	168.33	6.30
14	1	-1.00	6.58	0.00	87.69	168.33	6.30
15	1	-1.00	6.58	0.00	87.69	168.33	6.30
16	1	-1.00	6.58	0.00	87.69	168.33	6.30
17	1	-1.00	6.58	0.00	87.69	168.33	6.30
1	2	1.08	15.69	-1.00	5.96	170.01	6.30
2	2	7.27	9.81	-1.00	14.67	168.38	6.30
3	2	11.11	6.32	-1.00	26.87	168.32	6.30
4	2	12.55	5.02	-1.00	39.03	168.30	6.30
5	2	12.93	4.69	-1.00	51.67	168.29	6.30
6	2	13.12	4.50	-1.00	63.81	168.29	6.30
7	2	13.26	4.41	-1.00	75.94	167.78	6.30
8	2	13.37	4.35	-1.00	87.57	168.29	6.30
9	2	13.51	4.29	-1.00	100.21	168.28	6.30
10	2	13.60	4.24	-1.00	112.34	168.28	6.30
11	2	13.68	4.21	-1.00	124.48	168.28	6.30
12	2	-1.00	4.21	-1.00	124.48	168.28	6.30
13	2	-1.00	4.21	-1.00	124.48	168.28	6.30
14	2	-1.00	4.21	-1.00	124.48	168.28	6.30
15	2	-1.00	4.21	-1.00	124.48	168.28	6.30
16	2	-1.00	4.21	-1.00	124.48	168.28	6.30
17	2	-1.00	4.21	-1.00	124.48	168.28	6.30
1	3	1.67	7.26	-2.00	5.47	169.85	6.30
2	3	4.71	4.20	-2.00	15.13	168.28	6.30
3	3	5.88	3.09	-2.00	26.25	168.24	6.30
4	3	6.45	2.57	-2.00	38.39	168.23	6.30
5	3	6.62	2.41	-2.00	51.56	168.25	6.30
6	3	6.70	2.33	-2.00	63.69	167.74	6.30
7	3	6.78	2.29	-2.00	75.80	168.23	6.30
8	3	6.81	2.26	-2.00	87.45	168.25	6.30
9	3	6.88	2.25	-2.00	100.09	168.25	6.30
10	3	6.96	2.23	-2.00	112.22	168.25	6.30
11	3	6.97	2.21	-2.00	124.33	168.22	6.30
12	3	7.00	2.19	-2.00	135.96	168.22	6.30
13	3	7.03	2.16	-2.00	148.60	167.72	6.30
14	3	7.05	2.14	-2.00	160.22	167.72	6.30
15	3	7.11	2.14	-2.00	172.86	168.22	6.30
16	3	7.12	2.13	-2.00	184.49	168.22	6.30
17	3	7.22	2.14	-2.00	197.13	168.73	6.30
1	4	0.92	2.20	-3.00	5.43	169.74	6.30
2	4	1.58	1.43	-3.00	15.58	168.23	6.30
3	4	1.97	1.07	-3.00	26.68	168.20	6.30
4	4	2.13	0.90	-3.00	38.84	168.22	6.30
5	4	2.19	0.86	-3.00	51.48	168.22	6.30
6	4	2.23	0.83	-3.00	63.08	168.20	6.30
7	4	2.24	0.82	-3.00	75.72	168.20	6.30
8	4	2.25	0.81	-3.00	87.85	168.20	6.30
9	4	2.27	0.80	-3.00	99.98	168.20	6.30
10	4	2.28	0.79	-3.00	112.62	168.20	6.30
11	4	2.28	0.78	-3.00	124.75	168.20	6.30
12	4	2.29	0.77	-3.00	136.38	168.20	6.30
13	4	2.29	0.76	-3.00	149.02	168.20	6.30
14	4	2.30	0.76	-3.00	160.14	167.69	6.30
15	4	2.31	0.75	-3.00	172.78	168.20	6.30
16	4	2.35	0.76	-3.00	184.91	168.20	6.30
17	4	2.39	0.77	-3.00	197.04	168.70	6.30
1	5	0.21	0.52	-4.00	5.93	169.71	6.30
2	5	0.34	0.34	-4.00	16.04	168.19	6.30
3	5	0.42	0.26	-4.00	26.65	168.19	6.30
4	5	0.45	0.23	-4.00	38.79	168.19	6.30
5	5	0.46	0.22	-4.00	51.42	168.19	6.30
6	5	0.47	0.21	-4.00	63.56	168.19	6.30
7	5	0.47	0.21	-4.00	75.69	168.19	6.30
8	5	0.48	0.21	-4.00	87.31	168.19	6.30
9	5	0.48	0.21	-4.00	99.95	168.19	6.30
10	5	0.48	0.21	-4.00	112.59	168.19	6.30
11	5	0.49	0.21	-4.00	124.72	168.19	6.30
12	5	0.49	0.20	-4.00	136.35	168.19	6.30
13	5	0.49	0.20	-4.00	148.98	168.19	6.30
14	5	0.49	0.20	-4.00	160.61	168.19	6.30
15	5	0.49	0.20	-4.00	172.74	168.19	6.30
16	5	0.50	0.20	-4.00	184.87	168.19	6.30
17	5	0.51	0.20	-4.00	197.01	168.69	6.30
