Data 2
ECF80-TRIODE
Do Not Model
Va	4	120	30
Vs	50	50	0
Vg	0	-2	4
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
1	1	0.44	0.01	0.00	5.95	5.94	6.30
2	1	0.65	0.00	0.00	8.48	8.47	6.30
3	1	0.99	0.01	0.00	12.03	12.52	6.30
4	1	1.39	0.00	0.00	15.57	16.05	6.30
5	1	1.70	0.01	0.00	18.61	18.58	6.30
6	1	2.16	0.00	0.00	22.16	22.63	6.30
7	1	2.64	0.01	0.00	25.20	26.16	6.30
8	1	3.08	0.01	0.00	28.75	29.20	6.30
9	1	3.67	0.00	0.00	32.80	33.24	6.30
10	1	4.23	0.01	0.00	36.35	37.29	6.30
11	1	4.86	0.00	0.00	39.90	40.82	6.30
12	1	5.50	0.01	0.00	44.46	44.87	6.30
13	1	6.11	0.00	0.00	47.50	48.91	6.30
14	1	6.81	0.00	0.00	52.07	52.45	6.30
15	1	7.52	0.01	0.00	55.62	57.00	6.30
16	1	8.17	0.01	0.00	59.17	60.03	6.30
17	1	8.93	0.00	0.00	63.23	64.08	6.30
18	1	9.73	0.00	0.00	67.28	68.12	6.30
19	1	10.43	0.00	0.00	70.84	71.15	6.30
20	1	11.28	0.01	0.00	74.39	75.70	6.30
21	1	12.22	0.01	0.00	78.45	79.24	6.30
22	1	13.15	0.01	0.00	82.01	83.29	6.30
23	1	14.34	0.01	0.00	86.07	87.33	6.30
24	1	15.69	0.01	0.00	90.12	91.35	6.30
25	1	16.99	0.01	0.00	94.18	94.89	6.30
26	1	-1.00	0.01	0.00	94.18	94.89	6.30
27	1	-1.00	0.01	0.00	94.18	94.89	6.30
28	1	-1.00	0.01	0.00	94.18	94.89	6.30
29	1	-1.00	0.01	0.00	94.18	94.89	6.30
30	1	-1.00	0.01	0.00	94.18	94.89	6.30
31	1	-1.00	0.01	0.00	94.18	94.89	6.30
1	2	0.07	0.00	-0.50	5.95	5.94	6.30
2	2	0.14	0.01	-0.50	8.98	8.98	6.30
3	2	0.30	0.00	-0.50	12.52	12.52	6.30
4	2	0.53	0.00	-0.50	16.06	16.05	6.30
5	2	0.75	0.00	-0.50	18.60	18.58	6.30
6	2	1.10	0.01	-0.50	22.65	22.63	6.30
7	2	1.43	0.00	-0.50	25.18	25.66	6.30
8	2	1.83	0.01	-0.50	28.72	29.20	6.30
9	2	2.33	0.00	-0.50	32.27	33.24	6.30
10	2	2.83	0.01	-0.50	36.32	37.29	6.30
11	2	3.38	0.00	-0.50	40.36	41.31	6.30
12	2	3.97	0.00	-0.50	43.93	44.87	6.30
13	2	4.50	0.01	-0.50	47.45	48.38	6.30
14	2	5.15	0.01	-0.50	51.53	52.45	6.30
15	2	5.84	0.00	-0.50	55.56	56.47	6.30
16	2	6.42	0.00	-0.50	59.11	60.01	6.30
17	2	7.14	0.01	-0.50	63.17	64.56	6.30
18	2	7.85	0.00	-0.50	67.23	68.10	6.30
19	2	8.51	0.01	-0.50	70.27	71.64	6.30
20	2	9.52	0.00	-0.50	74.84	75.68	6.30
21	2	10.43	0.01	-0.50	78.39	79.72	6.30
22	2	11.29	0.01	-0.50	81.95	83.26	6.30
23	2	12.38	0.01	-0.50	86.01	87.31	6.30
24	2	13.55	0.01	-0.50	90.08	91.35	6.30
25	2	14.73	0.01	-0.50	93.64	94.89	6.30
26	2	16.09	0.01	-0.50	97.71	99.44	6.30
27	2	-1.00	0.01	-0.50	97.71	99.44	6.30
28	2	-1.00	0.01	-0.50	97.71	99.44	6.30
29	2	-1.00	0.01	-0.50	97.71	99.44	6.30
30	2	-1.00	0.01	-0.50	97.71	99.44	6.30
31	2	-1.00	0.01	-0.50	97.71	99.44	6.30
1	3	0.00	0.01	-1.00	5.94	6.45	6.30
2	3	0.01	0.01	-1.00	8.47	8.98	6.30
3	3	0.03	0.01	-1.00	12.52	12.52	6.30
4	3	0.08	0.01	-1.00	16.06	16.05	6.30
5	3	0.17	0.01	-1.00	19.09	18.58	6.30
6	3	0.31	0.01	-1.00	22.10	22.60	6.30
7	3	0.49	0.01	-1.00	25.64	25.64	6.30
8	3	0.70	0.01	-1.00	28.20	29.20	6.30
9	3	1.02	0.01	-1.00	32.23	33.22	6.30
10	3	1.41	0.00	-1.00	36.78	37.77	6.30
11	3	1.79	0.01	-1.00	40.33	41.31	6.30
12	3	2.28	0.00	-1.00	44.38	44.84	6.30
13	3	2.70	0.00	-1.00	46.91	48.89	6.30
14	3	3.26	0.01	-1.00	51.98	52.93	6.30
15	3	3.84	0.00	-1.00	55.53	56.98	6.30
16	3	4.36	0.00	-1.00	59.08	60.51	6.30
17	3	5.00	0.01	-1.00	63.13	64.05	6.30
18	3	5.67	0.01	-1.00	67.19	68.10	6.30
19	3	6.21	0.00	-1.00	70.23	71.64	6.30
20	3	6.92	0.00	-1.00	74.79	75.68	6.30
21	3	7.67	0.01	-1.00	78.85	79.72	6.30
22	3	8.69	0.00	-1.00	81.90	83.26	6.30
23	3	9.80	0.01	-1.00	85.97	87.31	6.30
24	3	10.88	0.01	-1.00	90.03	91.35	6.30
25	3	11.93	0.01	-1.00	94.09	95.39	6.30
26	3	13.14	0.01	-1.00	97.65	98.93	6.30
27	3	14.49	0.01	-1.00	102.23	102.98	6.30
28	3	15.69	0.01	-1.00	105.79	106.51	6.30
29	3	-1.00	0.01	-1.00	105.79	106.51	6.30
30	3	-1.00	0.01	-1.00	105.79	106.51	6.30
31	3	-1.00	0.01	-1.00	105.79	106.51	6.30
1	4	0.00	0.00	-1.50	5.42	5.92	6.30
2	4	0.00	0.00	-1.50	8.95	8.95	6.30
3	4	0.00	0.01	-1.50	12.49	12.49	6.30
4	4	0.01	0.00	-1.50	16.03	16.03	6.30
5	4	0.02	0.00	-1.50	19.06	18.56	6.30
6	4	0.05	0.01	-1.50	22.10	22.10	6.30
7	4	0.11	0.01	-1.50	25.13	25.64	6.30
8	4	0.19	0.00	-1.50	28.67	29.17	6.30
9	4	0.34	0.01	-1.50	32.21	33.22	6.30
10	4	0.55	0.00	-1.50	36.77	37.77	6.30
11	4	0.78	0.00	-1.50	40.31	41.31	6.30
12	4	1.06	0.01	-1.50	44.86	45.35	6.30
13	4	1.38	0.01	-1.50	47.40	48.89	6.30
14	4	1.77	0.00	-1.50	51.45	52.93	6.30
15	4	2.22	0.00	-1.50	56.01	56.47	6.30
16	4	2.63	0.01	-1.50	59.05	60.01	6.30
17	4	3.18	0.00	-1.50	63.10	64.56	6.30
18	4	3.71	0.00	-1.50	67.15	68.60	6.30
19	4	4.23	0.00	-1.50	70.70	71.64	6.30
20	4	4.85	0.00	-1.50	74.25	75.68	6.30
21	4	5.49	0.00	-1.50	78.81	79.22	6.30
22	4	6.08	0.01	-1.50	81.85	83.26	6.30
23	4	6.76	0.01	-1.50	86.42	87.31	6.30
24	4	7.58	0.00	-1.50	89.97	91.35	6.30
25	4	8.95	0.01	-1.50	94.04	94.89	6.30
26	4	10.28	0.01	-1.50	97.60	98.93	6.30
27	4	11.49	0.01	-1.50	101.67	103.48	6.30
28	4	12.60	0.01	-1.50	105.73	106.51	6.30
29	4	14.03	0.01	-1.50	109.29	110.56	6.30
30	4	-1.00	0.01	-1.50	109.29	110.56	6.30
31	4	-1.00	0.01	-1.50	109.29	110.56	6.30
1	5	0.00	0.00	-2.00	5.42	5.92	6.30
2	5	0.00	0.00	-2.00	8.45	8.95	6.30
3	5	0.00	0.01	-2.00	11.99	12.49	6.30
4	5	0.00	0.00	-2.00	16.03	16.54	6.30
5	5	0.00	0.01	-2.00	18.56	18.56	6.30
6	5	0.00	0.00	-2.00	22.60	22.60	6.30
7	5	0.01	0.01	-2.00	26.14	26.14	6.30
8	5	0.03	0.00	-2.00	28.16	29.17	6.30
9	5	0.08	0.00	-2.00	32.71	33.22	6.30
10	5	0.15	0.01	-2.00	36.25	37.26	6.30
11	5	0.26	0.00	-2.00	40.30	41.31	6.30
12	5	0.42	0.00	-2.00	43.84	44.84	6.30
13	5	0.59	0.00	-2.00	47.38	48.89	6.30
14	5	0.84	0.01	-2.00	51.43	52.93	6.30
15	5	1.13	0.00	-2.00	55.48	56.47	6.30
16	5	1.42	0.00	-2.00	59.02	60.51	6.30
17	5	1.80	0.00	-2.00	63.07	64.05	6.30
18	5	2.21	0.01	-2.00	67.63	68.60	6.30
19	5	2.61	0.01	-2.00	70.17	71.64	6.30
20	5	3.11	0.00	-2.00	74.72	75.68	6.30
21	5	3.63	0.00	-2.00	78.78	79.72	6.30
22	5	4.13	0.00	-2.00	81.82	83.26	6.30
23	5	4.73	0.00	-2.00	85.87	87.31	6.30
24	5	5.34	0.01	-2.00	90.43	91.35	6.30
25	5	5.96	0.00	-2.00	93.98	95.39	6.30
26	5	6.61	0.01	-2.00	98.04	99.44	6.30
27	5	7.41	0.00	-2.00	102.10	103.48	6.30
28	5	8.83	0.01	-2.00	105.16	106.01	6.30
29	5	10.65	0.01	-2.00	109.74	110.56	6.30
30	5	11.98	0.01	-2.00	113.28	114.58	6.30
31	5	13.20	0.01	-2.00	116.36	117.64	6.30
