Data 2
ECF80-PENTODE
Do Not Model
Va	4	200	16
Vs	170	170	0
Vg	0	-4	4
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
1	1	0.40	22.84	0.00	5.45	169.63	6.30
2	1	3.32	20.92	0.00	14.60	168.58	6.30
3	1	10.02	15.12	0.00	26.85	167.97	6.30
4	1	15.87	10.23	0.00	38.56	168.37	6.30
5	1	18.25	8.34	0.00	51.77	168.36	6.30
6	1	19.24	7.86	0.00	63.41	168.35	6.30
7	1	19.86	7.53	0.00	76.06	168.34	6.30
8	1	20.35	7.32	0.00	87.70	168.34	6.30
9	1	-1.00	7.32	0.00	87.70	168.34	6.30
10	1	-1.00	7.32	0.00	87.70	168.34	6.30
11	1	-1.00	7.32	0.00	87.70	168.34	6.30
12	1	-1.00	7.32	0.00	87.70	168.34	6.30
13	1	-1.00	7.32	0.00	87.70	168.34	6.30
14	1	-1.00	7.32	0.00	87.70	168.34	6.30
15	1	-1.00	7.32	0.00	87.70	168.34	6.30
16	1	-1.00	7.32	0.00	87.70	168.34	6.30
17	1	-1.00	7.32	0.00	87.70	168.34	6.30
1	2	0.19	20.08	-1.00	5.44	170.09	6.30
2	2	3.09	17.30	-1.00	14.59	168.01	6.30
3	2	9.70	11.39	-1.00	26.84	168.41	6.30
4	2	13.91	7.68	-1.00	39.05	168.35	6.30
5	2	15.28	6.51	-1.00	51.21	167.82	6.30
6	2	15.85	6.13	-1.00	63.35	168.32	6.30
7	2	16.15	5.87	-1.00	75.49	168.31	6.30
8	2	16.36	5.71	-1.00	87.62	168.31	6.30
9	2	16.60	5.62	-1.00	100.26	168.31	6.30
10	2	16.76	5.52	-1.00	112.38	168.28	6.30
11	2	-1.00	5.52	-1.00	112.38	168.28	6.30
12	2	-1.00	5.52	-1.00	112.38	168.28	6.30
13	2	-1.00	5.52	-1.00	112.38	168.28	6.30
14	2	-1.00	5.52	-1.00	112.38	168.28	6.30
15	2	-1.00	5.52	-1.00	112.38	168.28	6.30
16	2	-1.00	5.52	-1.00	112.38	168.28	6.30
17	2	-1.00	5.52	-1.00	112.38	168.28	6.30
1	3	0.25	11.92	-2.00	5.44	169.94	6.30
2	3	3.34	8.88	-2.00	15.10	168.37	6.30
3	3	7.10	5.46	-2.00	27.30	168.31	6.30
4	3	8.59	4.10	-2.00	38.96	168.28	6.30
5	3	9.13	3.61	-2.00	51.60	167.77	6.30
6	3	9.34	3.46	-2.00	63.21	168.25	6.30
7	3	9.44	3.35	-2.00	75.87	168.27	6.30
8	3	9.50	3.28	-2.00	87.50	168.27	6.30
9	3	9.61	3.25	-2.00	100.12	168.24	6.30
10	3	9.69	3.21	-2.00	112.25	168.24	6.30
11	3	9.75	3.17	-2.00	124.38	168.24	6.30
12	3	9.80	3.13	-2.00	136.01	168.24	6.30
13	3	9.82	3.10	-2.00	148.65	168.24	6.30
14	3	9.86	3.07	-2.00	160.27	168.24	6.30
15	3	9.88	3.05	-2.00	172.91	168.24	6.30
16	3	-1.00	3.05	-2.00	172.91	168.24	6.30
17	3	-1.00	3.05	-2.00	172.91	168.24	6.30
1	4	0.32	4.57	-3.00	5.93	169.78	6.30
2	4	1.99	2.83	-3.00	16.09	168.26	6.30
3	4	2.92	1.96	-3.00	26.70	168.22	6.30
4	4	3.36	1.53	-3.00	38.86	168.24	6.30
5	4	3.52	1.38	-3.00	51.50	168.23	6.30
6	4	3.59	1.33	-3.00	63.11	168.21	6.30
7	4	3.60	1.29	-3.00	75.26	168.23	6.30
8	4	3.63	1.27	-3.00	87.88	168.21	6.30
9	4	3.66	1.26	-3.00	100.01	168.21	6.30
10	4	3.68	1.24	-3.00	112.65	168.21	6.30
11	4	3.69	1.23	-3.00	124.27	168.21	6.30
12	4	3.70	1.21	-3.00	136.41	168.21	6.30
13	4	3.71	1.20	-3.00	148.54	168.21	6.30
14	4	3.71	1.19	-3.00	160.67	168.21	6.30
15	4	3.72	1.18	-3.00	172.30	168.21	6.30
16	4	3.75	1.18	-3.00	184.93	168.21	6.30
17	4	3.79	1.19	-3.00	197.07	168.71	6.30
1	5	0.14	0.99	-4.00	5.92	169.72	6.30
2	5	0.49	0.59	-4.00	16.06	168.22	6.30
3	5	0.63	0.45	-4.00	26.66	168.19	6.30
4	5	0.74	0.34	-4.00	38.79	168.19	6.30
5	5	0.77	0.32	-4.00	51.43	168.19	6.30
6	5	0.78	0.30	-4.00	63.06	168.19	6.30
7	5	0.78	0.30	-4.00	75.69	168.19	6.30
8	5	0.78	0.29	-4.00	87.83	168.19	6.30
9	5	0.79	0.29	-4.00	100.46	168.19	6.30
10	5	0.79	0.29	-4.00	112.59	168.19	6.30
11	5	0.79	0.28	-4.00	124.73	168.19	6.30
12	5	0.79	0.28	-4.00	136.35	168.19	6.30
13	5	0.79	0.27	-4.00	148.99	168.19	6.30
14	5	0.79	0.27	-4.00	160.62	168.19	6.30
15	5	0.79	0.27	-4.00	172.75	168.19	6.30
16	5	0.80	0.27	-4.00	184.37	168.19	6.30
17	5	0.82	0.28	-4.00	197.01	168.70	6.30
