Data 2
ECF80-TRIODE
Do Not Model
Va	4	120	20
Vs	50	50	0
Vg	0	-2	4
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
1	1	0.77	0.00	0.00	5.94	5.92	6.30
2	1	1.36	0.01	0.00	10.50	10.47	6.30
3	1	2.23	0.00	0.00	16.09	16.05	6.30
4	1	3.06	0.01	0.00	20.64	20.58	6.30
5	1	3.98	0.00	0.00	25.20	25.64	6.30
6	1	5.03	0.01	0.00	30.28	31.20	6.30
7	1	6.32	0.01	0.00	36.87	37.77	6.30
8	1	7.57	0.00	0.00	41.95	42.82	6.30
9	1	8.83	0.01	0.00	47.53	48.89	6.30
10	1	10.44	0.01	0.00	53.63	54.95	6.30
11	1	12.18	0.01	0.00	59.22	60.01	6.30
12	1	14.40	0.02	0.00	65.32	66.08	6.30
13	1	16.70	0.02	0.00	70.42	71.64	6.30
14	1	19.43	0.03	0.00	76.53	77.70	6.30
15	1	22.04	0.04	0.00	82.14	83.26	6.30
16	1	-1.00	0.04	0.00	82.14	83.26	6.30
17	1	-1.00	0.04	0.00	82.14	83.26	6.30
18	1	-1.00	0.04	0.00	82.14	83.26	6.30
19	1	-1.00	0.04	0.00	82.14	83.26	6.30
20	1	-1.00	0.04	0.00	82.14	83.26	6.30
21	1	-1.00	0.04	0.00	82.14	83.26	6.30
1	2	0.22	0.00	-0.50	5.42	5.92	6.30
2	2	0.57	0.00	-0.50	10.48	10.47	6.30
3	2	1.14	0.01	-0.50	16.05	16.03	6.30
4	2	1.82	0.00	-0.50	20.61	20.58	6.30
5	2	2.63	0.01	-0.50	25.18	25.64	6.30
6	2	3.50	0.01	-0.50	30.25	31.20	6.30
7	2	4.65	0.00	-0.50	36.33	37.77	6.30
8	2	5.78	0.00	-0.50	41.92	42.82	6.30
9	2	6.92	0.00	-0.50	47.50	48.89	6.30
10	2	8.63	0.01	-0.50	53.59	54.95	6.30
11	2	10.25	0.01	-0.50	59.69	60.51	6.30
12	2	12.41	0.01	-0.50	65.29	66.08	6.30
13	2	14.63	0.02	-0.50	70.38	71.13	6.30
14	2	17.25	0.03	-0.50	77.00	77.70	6.30
15	2	19.86	0.04	-0.50	82.10	83.26	6.30
16	2	-1.00	0.04	-0.50	82.10	83.26	6.30
17	2	-1.00	0.04	-0.50	82.10	83.26	6.30
18	2	-1.00	0.04	-0.50	82.10	83.26	6.30
19	2	-1.00	0.04	-0.50	82.10	83.26	6.30
20	2	-1.00	0.04	-0.50	82.10	83.26	6.30
21	2	-1.00	0.04	-0.50	82.10	83.26	6.30
1	3	0.02	0.00	-1.00	5.42	5.42	6.30
2	3	0.09	0.01	-1.00	10.47	10.47	6.30
3	3	0.34	0.00	-1.00	16.54	16.03	6.30
4	3	0.71	0.00	-1.00	20.59	20.58	6.30
5	3	1.22	0.00	-1.00	25.15	25.64	6.30
6	3	1.87	0.00	-1.00	30.22	31.20	6.30
7	3	2.79	0.00	-1.00	36.30	37.77	6.30
