Data 2
ECF80-PENTODE
Do Not Model
Va	4	200	16
Vs	170	170	0
Vg	0	-4	4
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
1	1	1.65	21.07	0.00	5.97	169.60	6.30
2	1	10.58	12.61	0.00	15.23	168.43	6.30
3	1	15.32	8.33	0.00	26.95	168.36	6.30
4	1	16.55	7.27	0.00	38.59	168.34	6.30
5	1	17.22	6.74	0.00	51.75	168.33	6.30
6	1	17.60	6.42	0.00	63.38	168.32	6.30
7	1	17.89	6.26	0.00	76.02	168.32	6.30
8	1	18.07	6.11	0.00	87.65	167.81	6.30
9	1	18.33	6.02	0.00	100.30	168.32	6.30
10	1	-1.00	6.02	0.00	100.30	168.32	6.30
11	1	-1.00	6.02	0.00	100.30	168.32	6.30
12	1	-1.00	6.02	0.00	100.30	168.32	6.30
13	1	-1.00	6.02	0.00	100.30	168.32	6.30
14	1	-1.00	6.02	0.00	100.30	168.32	6.30
15	1	-1.00	6.02	0.00	100.30	168.32	6.30
16	1	-1.00	6.02	0.00	100.30	168.32	6.30
17	1	-1.00	6.02	0.00	100.30	168.32	6.30
1	2	1.85	14.10	-1.00	5.45	169.45	6.30
2	2	9.08	7.22	-1.00	14.70	168.34	6.30
3	2	11.18	5.35	-1.00	26.87	168.30	6.30
4	2	11.88	4.77	-1.00	39.02	168.29	6.30
5	2	12.23	4.52	-1.00	51.15	168.29	6.30
6	2	12.43	4.37	-1.00	63.29	168.29	6.30
7	2	12.55	4.27	-1.00	75.91	168.26	6.30
8	2	12.69	4.21	-1.00	87.53	168.26	6.30
9	2	12.83	4.15	-1.00	100.20	168.28	6.30
10	2	12.87	4.10	-1.00	112.84	167.78	6.30
11	2	13.04	4.09	-1.00	124.44	168.26	6.30
12	2	13.10	4.05	-1.00	136.09	168.28	6.30
13	2	-1.00	4.05	-1.00	136.09	168.28	6.30
14	2	-1.00	4.05	-1.00	136.09	168.28	6.30
15	2	-1.00	4.05	-1.00	136.09	168.28	6.30
16	2	-1.00	4.05	-1.00	136.09	168.28	6.30
17	2	-1.00	4.05	-1.00	136.09	168.28	6.30
1	3	2.53	6.39	-2.00	5.48	169.84	6.30
2	3	5.49	3.48	-2.00	14.64	168.27	6.30
3	3	6.24	2.79	-2.00	26.78	168.26	6.30
4	3	6.57	2.51	-2.00	38.92	168.25	6.30
5	3	6.70	2.39	-2.00	51.56	168.25	6.30
6	3	6.76	2.33	-2.00	63.16	168.23	6.30
7	3	6.83	2.29	-2.00	75.83	168.25	6.30
8	3	6.88	2.25	-2.00	87.45	168.25	6.30
9	3	6.96	2.24	-2.00	100.09	168.25	6.30
10	3	7.02	2.23	-2.00	112.20	168.22	6.30
11	3	7.05	2.20	-2.00	124.36	168.25	6.30
12	3	7.07	2.18	-2.00	135.98	168.25	6.30
13	3	7.10	2.16	-2.00	148.09	168.22	6.30
14	3	7.12	2.14	-2.00	160.73	167.72	6.30
15	3	7.18	2.14	-2.00	172.86	168.22	6.30
16	3	7.21	2.12	-2.00	184.51	168.25	6.30
17	3	7.24	2.12	-2.00	197.13	168.22	6.30
1	4	1.38	1.96	-3.00	5.97	169.76	6.30
2	4	2.05	1.20	-3.00	15.59	168.23	6.30
3	4	2.29	0.98	-3.00	26.71	168.23	6.30
4	4	2.39	0.88	-3.00	38.84	168.22	6.30
5	4	2.44	0.85	-3.00	51.48	168.22	6.30
6	4	2.46	0.83	-3.00	63.59	168.20	6.30
7	4	2.47	0.81	-3.00	75.75	168.22	6.30
8	4	2.49	0.80	-3.00	87.35	168.20	6.30
9	4	2.50	0.79	-3.00	99.99	168.20	6.30
10	4	2.51	0.78	-3.00	112.63	168.20	6.30
11	4	2.52	0.78	-3.00	124.78	168.22	6.30
12	4	2.52	0.77	-3.00	136.38	168.20	6.30
13	4	2.52	0.76	-3.00	149.53	168.20	6.30
14	4	2.53	0.75	-3.00	160.65	168.20	6.30
15	4	2.54	0.75	-3.00	172.78	168.20	6.30
16	4	2.57	0.75	-3.00	184.91	168.20	6.30
17	4	2.61	0.75	-3.00	197.04	168.70	6.30
1	5	0.36	0.44	-4.00	5.93	169.71	6.30
2	5	0.48	0.28	-4.00	16.06	168.21	6.30
3	5	0.54	0.22	-4.00	26.66	168.19	6.30
4	5	0.57	0.20	-4.00	38.79	168.19	6.30
5	5	0.58	0.19	-4.00	51.43	168.19	6.30
6	5	0.58	0.18	-4.00	63.56	168.19	6.30
7	5	0.58	0.18	-4.00	75.69	168.19	6.30
8	5	0.59	0.18	-4.00	87.82	168.19	6.30
9	5	0.59	0.18	-4.00	100.46	168.19	6.30
10	5	0.60	0.18	-4.00	112.59	168.19	6.30
11	5	0.60	0.17	-4.00	124.22	168.19	6.30
12	5	0.60	0.17	-4.00	136.85	168.19	6.30
13	5	0.60	0.17	-4.00	148.48	168.19	6.30
14	5	0.60	0.17	-4.00	160.61	168.19	6.30
15	5	0.60	0.17	-4.00	172.74	168.19	6.30
16	5	0.61	0.17	-4.00	184.88	168.19	6.30
17	5	0.62	0.17	-4.00	197.01	168.69	6.30
