Data 2
ECF80-PENTODE
Do Not Model
Va	4	200	16
Vs	170	170	0
Vg	0	-4	4
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
1	1	0.01	0.01	0.00	5.94	5.94	6.30
2	1	0.29	0.14	0.00	16.57	16.06	6.30
3	1	1.02	0.42	0.00	25.68	27.18	6.30
4	1	2.19	0.79	0.00	37.83	38.82	6.30
5	1	3.65	1.19	0.00	49.99	51.46	6.30
6	1	5.16	1.64	0.00	62.65	63.09	6.30
7	1	6.77	2.13	0.00	74.31	75.74	6.30
8	1	8.51	2.66	0.00	86.98	87.88	6.30
9	1	10.41	3.24	0.00	99.65	100.53	6.30
10	1	12.31	3.81	0.00	111.81	112.67	6.30
11	1	14.28	4.41	0.00	123.48	124.31	6.30
12	1	-1.00	4.41	0.00	123.48	124.31	6.30
13	1	-1.00	4.41	0.00	123.48	124.31	6.30
14	1	-1.00	4.41	0.00	123.48	124.31	6.30
15	1	-1.00	4.41	0.00	123.48	124.31	6.30
16	1	-1.00	4.41	0.00	123.48	124.31	6.30
17	1	-1.00	4.41	0.00	123.48	124.31	6.30
1	2	0.00	0.01	-1.00	5.94	5.94	6.30
2	2	0.02	0.01	-1.00	16.56	16.56	6.30
3	2	0.16	0.07	-1.00	25.66	26.67	6.30
4	2	0.58	0.21	-1.00	37.80	38.81	6.30
5	2	1.39	0.46	-1.00	50.96	51.45	6.30
6	2	2.45	0.78	-1.00	62.58	63.56	6.30
7	2	3.69	1.17	-1.00	74.25	75.72	6.30
8	2	5.08	1.59	-1.00	86.91	87.86	6.30
9	2	6.63	2.07	-1.00	99.58	100.51	6.30
10	2	8.28	2.57	-1.00	111.74	113.16	6.30
11	2	9.97	3.09	-1.00	123.90	124.79	6.30
12	2	11.75	3.62	-1.00	135.54	136.40	6.30
13	2	13.64	4.19	-1.00	148.23	149.07	6.30
14	2	-1.00	4.19	-1.00	148.23	149.07	6.30
15	2	-1.00	4.19	-1.00	148.23	149.07	6.30
16	2	-1.00	4.19	-1.00	148.23	149.07	6.30
17	2	-1.00	4.19	-1.00	148.23	149.07	6.30
1	3	0.00	0.00	-2.00	6.45	5.94	6.30
2	3	0.00	0.00	-2.00	16.56	16.56	6.30
3	3	0.00	0.01	-2.00	26.67	27.18	6.30
4	3	0.01	0.01	-2.00	37.79	38.80	6.30
5	3	0.04	0.02	-2.00	50.43	51.44	6.30
6	3	0.17	0.06	-2.00	62.03	63.55	6.30
7	3	0.46	0.16	-2.00	75.21	76.21	6.30
8	3	0.97	0.32	-2.00	86.34	87.33	6.30
9	3	1.77	0.57	-2.00	99.47	99.95	6.30
10	3	2.80	0.89	-2.00	111.64	113.13	6.30
11	3	4.02	1.27	-2.00	123.29	124.76	6.30
12	3	5.39	1.69	-2.00	135.42	136.37	6.30
13	3	6.92	2.17	-2.00	148.59	149.52	6.30
14	3	8.53	2.66	-2.00	160.25	161.66	6.30
15	3	10.18	3.16	-2.00	172.92	173.80	6.30
16	3	-1.00	3.16	-2.00	172.92	173.80	6.30
17	3	-1.00	3.16	-2.00	172.92	173.80	6.30
1	4	0.00	0.00	-3.00	5.94	5.94	6.30
2	4	0.00	0.00	-3.00	16.56	16.05	6.30
3	4	0.00	0.00	-3.00	26.67	27.18	6.30
4	4	0.00	0.01	-3.00	37.79	38.80	6.30
5	4	0.00	0.01	-3.00	50.40	51.42	6.30
6	4	0.00	0.01	-3.00	63.07	64.08	6.30
7	4	0.01	0.01	-3.00	74.67	75.68	6.30
8	4	0.04	0.02	-3.00	86.82	87.33	6.30
9	4	0.13	0.05	-3.00	99.44	100.45	6.30
10	4	0.32	0.12	-3.00	111.58	112.58	6.30
11	4	0.66	0.23	-3.00	123.21	124.72	6.30
12	4	1.18	0.40	-3.00	135.85	136.85	6.30
13	4	1.94	0.64	-3.00	148.00	149.49	6.30
14	4	2.89	0.93	-3.00	160.15	161.63	6.30
15	4	4.03	1.28	-3.00	172.81	173.77	6.30
16	4	5.33	1.68	-3.00	184.46	185.91	6.30
17	4	6.76	2.12	-3.00	197.12	198.05	6.30
1	5	0.00	0.00	-4.00	5.92	5.92	6.30
2	5	0.00	0.00	-4.00	16.03	16.03	6.30
3	5	0.00	0.01	-4.00	26.14	27.15	6.30
4	5	0.00	0.00	-4.00	38.27	39.28	6.30
5	5	0.00	0.01	-4.00	50.40	51.92	6.30
6	5	0.00	0.00	-4.00	62.54	63.55	6.30
7	5	0.00	0.01	-4.00	74.16	75.68	6.30
8	5	0.00	0.01	-4.00	86.80	87.81	6.30
9	5	0.00	0.01	-4.00	99.44	100.95	6.30
10	5	0.01	0.01	-4.00	111.57	112.58	6.30
11	5	0.04	0.02	-4.00	123.70	125.22	6.30
12	5	0.11	0.04	-4.00	135.84	136.84	6.30
13	5	0.28	0.10	-4.00	148.48	149.99	6.30
14	5	0.54	0.19	-4.00	160.61	161.62	6.30
15	5	0.94	0.32	-4.00	172.75	173.75	6.30
16	5	1.51	0.51	-4.00	184.89	185.89	6.30
17	5	2.24	0.74	-4.00	197.04	198.02	6.30
