Data 2
ECF80-PENTODE
Do Not Model
Va	20	200	8
Vs	20	170	7
Vg	0	-2	5
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
1	1	0.86	0.25	0.00	19.15	19.14	6.30
2	1	0.97	0.25	0.00	40.38	19.14	6.30
3	1	1.00	0.25	0.00	62.62	19.64	6.30
4	1	1.02	0.24	0.00	85.88	19.14	6.30
5	1	1.07	0.24	0.00	108.12	19.64	6.30
6	1	1.08	0.23	0.00	130.87	19.64	6.30
7	1	1.10	0.23	0.00	153.11	19.64	6.30
8	1	1.12	0.23	0.00	175.83	19.62	6.30
9	1	1.14	0.22	0.00	198.60	19.64	6.30
1	2	0.39	0.12	-0.40	20.15	20.15	6.30
2	2	0.40	0.11	-0.40	40.37	19.14	6.30
3	2	0.41	0.10	-0.40	62.11	19.14	6.30
4	2	0.42	0.10	-0.40	85.36	19.64	6.30
5	2	0.43	0.10	-0.40	108.11	19.64	6.30
6	2	0.44	0.09	-0.40	130.86	19.64	6.30
7	2	0.45	0.09	-0.40	153.10	19.64	6.30
8	2	0.45	0.09	-0.40	176.35	19.64	6.30
9	2	0.46	0.09	-0.40	198.06	19.62	6.30
1	3	0.06	0.02	-0.80	19.62	19.11	6.30
2	3	0.06	0.02	-0.80	41.38	20.14	6.30
3	3	0.06	0.02	-0.80	63.11	19.13	6.30
4	3	0.06	0.02	-0.80	85.84	19.62	6.30
5	3	0.06	0.02	-0.80	108.08	19.62	6.30
6	3	0.06	0.02	-0.80	130.83	19.62	6.30
7	3	0.07	0.02	-0.80	153.07	19.62	6.30
8	3	0.06	0.02	-0.80	175.81	19.62	6.30
9	3	0.07	0.02	-0.80	198.06	19.62	6.30
1	4	0.00	0.01	-1.20	20.12	19.11	6.30
2	4	0.00	0.01	-1.20	40.34	19.62	6.30
3	4	0.00	0.01	-1.20	63.09	19.62	6.30
4	4	0.01	0.01	-1.20	85.84	19.62	6.30
5	4	0.00	0.01	-1.20	108.08	19.62	6.30
6	4	0.00	0.01	-1.20	130.82	19.62	6.30
7	4	0.00	0.01	-1.20	153.07	19.62	6.30
8	4	0.00	0.01	-1.20	175.81	19.62	6.30
9	4	0.01	0.01	-1.20	198.05	19.62	6.30
1	5	0.00	0.00	-1.60	19.62	20.12	6.30
2	5	0.00	0.00	-1.60	41.35	19.62	6.30
3	5	0.00	0.00	-1.60	62.08	19.11	6.30
4	5	0.00	0.01	-1.60	84.82	19.62	6.30
5	5	0.00	0.00	-1.60	108.08	19.62	6.30
6	5	0.00	0.00	-1.60	130.82	19.62	6.30
7	5	0.00	0.00	-1.60	152.54	19.09	6.30
8	5	0.00	0.01	-1.60	176.32	19.62	6.30
9	5	0.00	0.00	-1.60	198.05	19.62	6.30
1	6	0.00	0.00	-2.00	19.62	20.12	6.30
2	6	0.00	0.00	-2.00	41.35	19.11	6.30
3	6	0.00	0.01	-2.00	63.09	20.12	6.30
4	6	0.00	0.00	-2.00	85.84	19.62	6.30
5	6	0.00	0.00	-2.00	108.05	19.59	6.30
6	6	0.00	0.00	-2.00	130.82	19.62	6.30
7	6	0.00	0.00	-2.00	153.07	20.12	6.30
8	6	0.00	0.01	-2.00	176.32	19.62	6.30
9	6	0.00	0.00	-2.00	198.05	19.11	6.30
1	7	2.80	1.06	0.00	19.67	39.85	6.30
2	7	2.96	0.89	0.00	39.87	40.33	6.30
3	7	3.05	0.87	0.00	62.11	40.84	6.30
4	7	3.09	0.87	0.00	84.86	40.84	6.30
5	7	3.10	0.85	0.00	106.59	40.33	6.30
6	7	3.13	0.85	0.00	130.86	41.34	6.30
7	7	3.16	0.83	0.00	152.09	40.84	6.30
8	7	3.17	0.82	0.00	175.34	41.34	6.30
9	7	3.21	0.81	0.00	198.09	41.34	6.30
1	8	1.70	0.63	-0.40	19.62	39.82	6.30
2	8	1.76	0.52	-0.40	40.35	40.33	6.30
3	8	1.83	0.52	-0.40	61.58	40.83	6.30
4	8	1.85	0.52	-0.40	83.82	40.33	6.30
5	8	1.88	0.52	-0.40	107.58	41.34	6.30
6	8	1.89	0.51	-0.40	130.84	41.34	6.30
7	8	1.92	0.51	-0.40	153.08	41.34	6.30
8	8	1.93	0.50	-0.40	175.32	41.34	6.30
9	8	1.95	0.49	-0.40	198.07	40.83	6.30
1	9	0.61	0.22	-0.80	19.58	40.30	6.30
2	9	0.63	0.19	-0.80	40.33	39.82	6.30
3	9	0.66	0.19	-0.80	62.07	41.33	6.30
4	9	0.66	0.19	-0.80	84.31	40.32	6.30
5	9	0.68	0.19	-0.80	108.07	40.83	6.30
6	9	0.69	0.19	-0.80	130.81	41.33	6.30
7	9	0.70	0.19	-0.80	153.06	41.33	6.30
8	9	0.70	0.18	-0.80	175.80	40.83	6.30
9	9	0.71	0.18	-0.80	198.04	40.83	6.30
1	10	0.16	0.06	-1.20	19.09	40.32	6.30
2	10	0.15	0.05	-1.20	39.82	40.32	6.30
