Data 2
ECF80-TRIODE
Do Not Model
Va	4	120	30
Vs	50	50	0
Vg	0	-2	4
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
1	1	0.03	0.01	0.00	5.94	5.94	6.30
2	1	0.06	0.00	0.00	8.98	8.47	6.30
3	1	0.14	0.00	0.00	12.54	12.54	6.30
4	1	0.27	0.01	0.00	16.06	16.05	6.30
5	1	0.41	0.00	0.00	18.59	18.08	6.30
6	1	0.66	0.00	0.00	22.13	22.12	6.30
7	1	0.99	0.01	0.00	25.17	25.66	6.30
8	1	1.32	0.01	0.00	29.22	29.70	6.30
9	1	1.83	0.01	0.00	32.77	33.75	6.30
10	1	2.34	0.01	0.00	36.32	36.78	6.30
11	1	3.02	0.01	0.00	39.87	41.33	6.30
12	1	3.71	0.00	0.00	43.92	44.87	6.30
13	1	4.41	0.01	0.00	46.97	48.91	6.30
14	1	5.24	0.01	0.00	51.53	52.96	6.30
15	1	6.17	0.00	0.00	55.59	56.49	6.30
16	1	6.96	0.00	0.00	59.15	60.03	6.30
17	1	7.94	0.00	0.00	63.21	64.08	6.30
18	1	8.91	0.01	0.00	67.27	68.12	6.30
19	1	9.81	0.00	0.00	70.32	71.66	6.30
20	1	10.84	0.01	0.00	74.38	75.70	6.30
21	1	11.87	0.00	0.00	78.44	79.75	6.30
22	1	12.60	0.01	0.00	82.50	83.28	6.30
23	1	13.36	0.01	0.00	86.05	87.33	6.30
24	1	14.58	0.02	0.00	90.10	91.35	6.30
25	1	15.91	0.02	0.00	94.19	94.91	6.30
26	1	17.58	0.03	0.00	97.76	98.96	6.30
27	1	-1.00	0.03	0.00	97.76	98.96	6.30
28	1	-1.00	0.03	0.00	97.76	98.96	6.30
29	1	-1.00	0.03	0.00	97.76	98.96	6.30
30	1	-1.00	0.03	0.00	97.76	98.96	6.30
31	1	-1.00	0.03	0.00	97.76	98.96	6.30
1	2	0.03	0.00	-0.50	5.94	5.94	6.30
2	2	0.08	0.00	-0.50	8.98	8.98	6.30
3	2	0.18	0.00	-0.50	12.52	12.52	6.30
4	2	0.37	0.01	-0.50	16.06	16.56	6.30
5	2	0.51	0.00	-0.50	18.09	18.58	6.30
6	2	0.83	0.00	-0.50	22.14	22.12	6.30
7	2	1.13	0.00	-0.50	25.17	26.16	6.30
8	2	1.52	0.00	-0.50	28.21	29.20	6.30
9	2	2.03	0.01	-0.50	32.77	33.24	6.30
10	2	2.55	0.01	-0.50	35.81	36.78	6.30
11	2	3.20	0.00	-0.50	39.87	41.33	6.30
12	2	3.85	0.01	-0.50	43.93	44.87	6.30
13	2	4.49	0.00	-0.50	47.96	48.89	6.30
14	2	5.28	0.00	-0.50	52.04	52.96	6.30
15	2	6.10	0.01	-0.50	55.59	57.00	6.30
16	2	6.79	0.00	-0.50	59.65	60.03	6.30
17	2	7.71	0.00	-0.50	63.20	64.58	6.30
18	2	8.58	0.00	-0.50	67.77	68.12	6.30
19	2	9.39	0.00	-0.50	70.82	72.16	6.30
20	2	10.36	0.00	-0.50	74.37	75.70	6.30
21	2	11.31	0.00	-0.50	78.92	79.72	6.30
22	2	12.07	0.01	-0.50	81.96	83.26	6.30
23	2	12.99	0.01	-0.50	86.02	87.31	6.30
24	2	14.15	0.01	-0.50	90.09	91.35	6.30
25	2	15.37	0.02	-0.50	94.15	94.89	6.30
26	2	16.87	0.02	-0.50	97.72	98.93	6.30
27	2	-1.00	0.02	-0.50	97.72	98.93	6.30
28	2	-1.00	0.02	-0.50	97.72	98.93	6.30
29	2	-1.00	0.02	-0.50	97.72	98.93	6.30
30	2	-1.00	0.02	-0.50	97.72	98.93	6.30
31	2	-1.00	0.02	-0.50	97.72	98.93	6.30
1	3	0.00	0.01	-1.00	5.94	5.94	6.30
2	3	0.02	0.00	-1.00	8.47	8.98	6.30
3	3	0.06	0.01	-1.00	12.52	12.52	6.30
4	3	0.13	0.01	-1.00	16.06	16.05	6.30
5	3	0.20	0.01	-1.00	18.06	18.56	6.30
6	3	0.37	0.00	-1.00	22.13	22.63	6.30
7	3	0.57	0.00	-1.00	25.65	26.14	6.30
8	3	0.79	0.00	-1.00	28.71	29.20	6.30
9	3	1.16	0.00	-1.00	32.76	33.75	6.30
10	3	1.53	0.01	-1.00	35.80	36.78	6.30
11	3	2.01	0.00	-1.00	39.83	41.31	6.30
12	3	2.57	0.00	-1.00	44.39	44.84	6.30
13	3	3.08	0.00	-1.00	47.93	48.89	6.30
14	3	3.73	0.01	-1.00	51.48	52.43	6.30
15	3	4.43	0.00	-1.00	55.54	56.98	6.30
16	3	5.07	0.00	-1.00	59.09	60.51	6.30
17	3	5.85	0.00	-1.00	63.15	64.05	6.30
18	3	6.65	0.01	-1.00	67.21	68.60	6.30
19	3	7.37	0.01	-1.00	70.25	71.64	6.30
20	3	8.27	0.00	-1.00	74.31	75.68	6.30
21	3	9.19	0.01	-1.00	78.88	79.72	6.30
22	3	9.99	0.00	-1.00	82.43	83.26	6.30
23	3	11.12	0.01	-1.00	86.49	87.31	6.30
24	3	12.25	0.01	-1.00	90.56	91.35	6.30
25	3	13.37	0.01	-1.00	94.12	94.89	6.30
26	3	14.71	0.02	-1.00	97.68	98.93	6.30
27	3	16.11	0.03	-1.00	101.75	102.98	6.30
28	3	-1.00	0.03	-1.00	101.75	102.98	6.30
29	3	-1.00	0.03	-1.00	101.75	102.98	6.30
30	3	-1.00	0.03	-1.00	101.75	102.98	6.30
31	3	-1.00	0.03	-1.00	101.75	102.98	6.30
1	4	0.00	0.00	-1.50	5.92	5.92	6.30
2	4	0.00	0.00	-1.50	8.98	8.98	6.30
3	4	0.01	0.01	-1.50	12.52	12.52	6.30
4	4	0.03	0.01	-1.50	16.05	16.05	6.30
5	4	0.06	0.00	-1.50	18.58	18.58	6.30
6	4	0.13	0.00	-1.50	21.62	22.12	6.30
7	4	0.21	0.00	-1.50	25.13	25.64	6.30
8	4	0.34	0.01	-1.50	28.67	29.68	6.30
9	4	0.55	0.01	-1.50	32.72	33.22	6.30
10	4	0.81	0.00	-1.50	36.77	37.26	6.30
11	4	1.11	0.00	-1.50	40.31	41.31	6.30
12	4	1.48	0.00	-1.50	43.86	45.35	6.30
13	4	1.87	0.00	-1.50	47.41	48.89	6.30
14	4	2.37	0.01	-1.50	51.46	52.43	6.30
15	4	2.93	0.01	-1.50	55.51	56.98	6.30
16	4	3.47	0.01	-1.50	59.57	60.51	6.30
17	4	4.11	0.00	-1.50	63.12	64.05	6.30
18	4	4.81	0.00	-1.50	67.17	68.10	6.30
19	4	5.45	0.00	-1.50	70.22	71.64	6.30
20	4	6.21	0.00	-1.50	74.78	75.68	6.30
21	4	7.03	0.01	-1.50	78.84	79.72	6.30
22	4	7.78	0.00	-1.50	81.89	83.26	6.30
23	4	8.68	0.00	-1.50	85.95	87.31	6.30
24	4	9.55	0.01	-1.50	90.01	91.35	6.30
25	4	10.83	0.01	-1.50	94.07	94.89	6.30
26	4	12.20	0.01	-1.50	98.14	98.93	6.30
27	4	13.54	0.02	-1.50	101.70	102.98	6.30
28	4	14.78	0.02	-1.50	105.77	106.51	6.30
29	4	-1.00	0.02	-1.50	105.77	106.51	6.30
30	4	-1.00	0.02	-1.50	105.77	106.51	6.30
31	4	-1.00	0.02	-1.50	105.77	106.51	6.30
1	5	0.00	0.01	-2.00	5.92	5.92	6.30
2	5	0.00	0.00	-2.00	8.95	8.95	6.30
3	5	0.00	0.01	-2.00	12.49	12.49	6.30
4	5	0.00	0.00	-2.00	16.03	16.03	6.30
5	5	0.01	0.00	-2.00	18.56	18.05	6.30
6	5	0.03	0.00	-2.00	22.10	22.10	6.30
7	5	0.07	0.01	-2.00	25.13	25.64	6.30
8	5	0.13	0.00	-2.00	28.67	29.68	6.30
9	5	0.22	0.00	-2.00	32.72	33.22	6.30
10	5	0.38	0.01	-2.00	36.26	37.26	6.30
11	5	0.56	0.01	-2.00	40.30	41.31	6.30
12	5	0.80	0.01	-2.00	44.35	45.35	6.30
13	5	1.06	0.00	-2.00	47.39	48.89	6.30
14	5	1.40	0.01	-2.00	51.44	52.93	6.30
15	5	1.83	0.01	-2.00	54.99	56.47	6.30
16	5	2.23	0.01	-2.00	59.54	60.51	6.30
17	5	2.76	0.01	-2.00	63.60	64.56	6.30
18	5	3.31	0.00	-2.00	67.15	68.60	6.30
19	5	3.82	0.01	-2.00	70.19	71.64	6.30
20	5	4.51	0.00	-2.00	74.75	75.68	6.30
21	5	5.20	0.00	-2.00	78.30	79.22	6.30
22	5	5.86	0.01	-2.00	81.85	83.77	6.30
23	5	6.62	0.01	-2.00	86.41	87.31	6.30
24	5	7.46	0.00	-2.00	90.47	91.35	6.30
25	5	8.25	0.00	-2.00	94.03	94.89	6.30
26	5	9.09	0.01	-2.00	97.58	98.93	6.30
27	5	9.97	0.00	-2.00	102.14	102.98	6.30
28	5	11.95	0.01	-2.00	105.72	106.51	6.30
29	5	13.52	0.02	-2.00	109.79	110.56	6.30
30	5	15.03	0.02	-2.00	113.36	114.60	6.30
31	5	-1.00	0.02	-2.00	113.36	114.60	6.30
