Data 2
ECF80-PENTODE
Do Not Model
Va	4	200	16
Vs	170	170	0
Vg	0	-4	4
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
1	1	1.65	21.70	0.00	5.49	170.14	6.30
2	1	10.22	13.96	0.00	15.25	168.48	6.30
3	1	16.72	8.29	0.00	26.99	168.38	6.30
4	1	18.38	6.92	0.00	39.16	168.36	6.30
5	1	18.87	6.51	0.00	51.80	168.35	6.30
6	1	19.16	6.29	0.00	63.43	168.34	6.30
7	1	19.37	6.15	0.00	76.07	168.34	6.30
8	1	19.52	6.04	0.00	87.70	168.34	6.30
9	1	-1.00	6.04	0.00	87.70	168.34	6.30
10	1	-1.00	6.04	0.00	87.70	168.34	6.30
11	1	-1.00	6.04	0.00	87.70	168.34	6.30
12	1	-1.00	6.04	0.00	87.70	168.34	6.30
13	1	-1.00	6.04	0.00	87.70	168.34	6.30
14	1	-1.00	6.04	0.00	87.70	168.34	6.30
15	1	-1.00	6.04	0.00	87.70	168.34	6.30
16	1	-1.00	6.04	0.00	87.70	168.34	6.30
17	1	-1.00	6.04	0.00	87.70	168.34	6.30
1	2	1.42	13.58	-1.00	5.99	169.49	6.30
2	2	8.79	6.84	-1.00	14.72	168.35	6.30
3	2	11.18	4.77	-1.00	26.89	168.32	6.30
4	2	11.73	4.28	-1.00	39.04	168.31	6.30
5	2	11.97	4.14	-1.00	51.15	168.28	6.30
6	2	12.10	4.05	-1.00	63.31	168.30	6.30
7	2	12.15	3.99	-1.00	75.94	168.30	6.30
8	2	12.24	3.95	-1.00	87.55	168.78	6.30
9	2	12.35	3.92	-1.00	100.19	168.28	6.30
10	2	12.42	3.88	-1.00	112.32	168.28	6.30
11	2	12.47	3.84	-1.00	124.45	168.28	6.30
12	2	12.53	3.82	-1.00	135.58	168.28	6.30
13	2	12.57	3.78	-1.00	148.21	167.77	6.30
14	2	-1.00	3.78	-1.00	148.21	167.77	6.30
15	2	-1.00	3.78	-1.00	148.21	167.77	6.30
16	2	-1.00	3.78	-1.00	148.21	167.77	6.30
17	2	-1.00	3.78	-1.00	148.21	167.77	6.30
1	3	1.96	5.23	-2.00	5.47	169.82	6.30
2	3	4.33	2.91	-2.00	15.12	168.26	6.30
3	3	5.06	2.26	-2.00	26.76	168.25	6.30
4	3	5.31	2.07	-2.00	38.90	168.24	6.30
5	3	5.38	1.99	-2.00	51.54	168.24	6.30
6	3	5.43	1.96	-2.00	63.16	168.24	6.30
7	3	5.45	1.93	-2.00	75.80	168.24	6.30
8	3	5.46	1.91	-2.00	87.43	168.24	6.30
9	3	5.53	1.90	-2.00	100.07	168.24	6.30
10	3	5.59	1.90	-2.00	112.70	168.24	6.30
11	3	5.60	1.88	-2.00	124.33	168.24	6.30
12	3	5.62	1.86	-2.00	135.96	168.24	6.30
13	3	5.64	1.85	-2.00	148.60	168.24	6.30
14	3	5.66	1.84	-2.00	160.22	168.24	6.30
15	3	5.69	1.83	-2.00	172.35	168.24	6.30
16	3	5.69	1.82	-2.00	184.99	168.24	6.30
17	3	5.72	1.82	-2.00	197.12	168.24	6.30
1	4	0.72	1.17	-3.00	5.45	169.75	6.30
2	4	1.08	0.76	-3.00	15.57	168.22	6.30
3	4	1.23	0.61	-3.00	26.69	168.22	6.30
4	4	1.29	0.55	-3.00	38.82	168.22	6.30
5	4	1.30	0.53	-3.00	51.46	168.22	6.30
6	4	1.31	0.52	-3.00	63.59	168.22	6.30
7	4	1.31	0.52	-3.00	75.73	168.22	6.30
8	4	1.32	0.51	-3.00	87.35	168.22	6.30
9	4	1.33	0.51	-3.00	100.50	168.22	6.30
10	4	1.33	0.50	-3.00	112.63	168.22	6.30
11	4	1.34	0.50	-3.00	124.23	168.19	6.30
12	4	1.33	0.49	-3.00	136.39	168.22	6.30
13	4	1.33	0.49	-3.00	148.52	168.22	6.30
14	4	1.33	0.48	-3.00	160.65	168.22	6.30
15	4	1.34	0.48	-3.00	172.28	168.22	6.30
16	4	1.36	0.49	-3.00	184.91	168.22	6.30
17	4	1.38	0.49	-3.00	197.05	168.72	6.30
1	5	0.09	0.14	-4.00	5.95	169.73	6.30
2	5	0.12	0.10	-4.00	16.06	168.21	6.30
3	5	0.14	0.08	-4.00	26.70	168.23	6.30
4	5	0.14	0.07	-4.00	38.80	168.21	6.30
5	5	0.15	0.07	-4.00	51.44	168.21	6.30
6	5	0.14	0.07	-4.00	63.57	168.21	6.30
7	5	0.15	0.07	-4.00	75.71	168.21	6.30
8	5	0.15	0.07	-4.00	87.33	168.21	6.30
9	5	0.15	0.07	-4.00	99.97	168.21	6.30
10	5	0.15	0.07	-4.00	112.61	168.21	6.30
11	5	0.15	0.07	-4.00	124.21	168.19	6.30
12	5	0.15	0.07	-4.00	136.87	168.21	6.30
13	5	0.15	0.07	-4.00	148.50	168.21	6.30
14	5	0.15	0.07	-4.00	160.60	168.19	6.30
15	5	0.15	0.07	-4.00	172.74	168.19	6.30
16	5	0.15	0.07	-4.00	184.39	168.21	6.30
17	5	0.16	0.07	-4.00	197.00	168.69	6.30
