Data 2
ECF80-TRIODE
Do Not Model
Va	4	120	30
Vs	50	50	0
Vg	0	-2	4
Point	Curve	Ia	Is	Vg	Va	Vs	Vf
1	1	0.50	0.01	0.00	5.98	5.97	6.30
2	1	0.85	0.00	0.00	9.02	8.50	6.30
3	1	1.35	0.01	0.00	12.56	12.54	6.30
4	1	1.93	0.00	0.00	16.11	16.08	6.30
5	1	2.40	0.00	0.00	18.65	18.60	6.30
6	1	3.10	0.01	0.00	22.68	22.63	6.30
7	1	3.65	0.00	0.00	24.71	26.16	6.30
8	1	4.34	0.00	0.00	28.26	29.70	6.30
9	1	5.20	0.01	0.00	32.32	33.75	6.30
10	1	5.97	0.00	0.00	36.38	37.29	6.30
11	1	6.89	0.01	0.00	40.44	41.33	6.30
12	1	7.77	0.01	0.00	44.00	44.87	6.30
13	1	8.58	0.01	0.00	47.55	48.41	6.30
14	1	9.59	0.01	0.00	51.61	52.96	6.30
15	1	10.62	0.01	0.00	55.67	57.00	6.30
16	1	11.58	0.01	0.00	59.23	60.03	6.30
17	1	12.85	0.01	0.00	63.30	64.58	6.30
18	1	14.30	0.01	0.00	67.37	68.12	6.30
19	1	15.64	0.02	0.00	70.42	71.15	6.30
20	1	17.41	0.02	0.00	74.50	75.70	6.30
21	1	19.29	0.03	0.00	78.55	79.72	6.30
22	1	-1.00	0.03	0.00	78.55	79.72	6.30
23	1	-1.00	0.03	0.00	78.55	79.72	6.30
24	1	-1.00	0.03	0.00	78.55	79.72	6.30
25	1	-1.00	0.03	0.00	78.55	79.72	6.30
26	1	-1.00	0.03	0.00	78.55	79.72	6.30
27	1	-1.00	0.03	0.00	78.55	79.72	6.30
28	1	-1.00	0.03	0.00	78.55	79.72	6.30
29	1	-1.00	0.03	0.00	78.55	79.72	6.30
30	1	-1.00	0.03	0.00	78.55	79.72	6.30
31	1	-1.00	0.03	0.00	78.55	79.72	6.30
1	2	0.13	0.00	-0.50	5.95	5.94	6.30
2	2	0.27	0.00	-0.50	8.98	8.98	6.30
3	2	0.58	0.00	-0.50	12.53	12.52	6.30
4	2	0.92	0.01	-0.50	16.07	16.05	6.30
5	2	1.30	0.00	-0.50	18.61	18.58	6.30
6	2	1.81	0.01	-0.50	22.66	22.63	6.30
7	2	2.31	0.00	-0.50	25.19	25.66	6.30
8	2	2.88	0.00	-0.50	28.24	29.20	6.30
9	2	3.60	0.00	-0.50	32.29	33.75	6.30
10	2	4.32	0.01	-0.50	36.35	37.29	6.30
11	2	5.14	0.01	-0.50	39.90	40.82	6.30
12	2	5.95	0.01	-0.50	44.47	45.37	6.30
13	2	6.71	0.00	-0.50	48.02	48.41	6.30
14	2	7.61	0.00	-0.50	51.55	52.93	6.30
15	2	8.55	0.00	-0.50	55.64	57.00	6.30
16	2	9.68	0.01	-0.50	59.20	60.54	6.30
17	2	10.88	0.01	-0.50	63.26	64.08	6.30
18	2	12.16	0.01	-0.50	67.33	68.12	6.30
19	2	13.42	0.01	-0.50	70.38	71.66	6.30
20	2	14.97	0.02	-0.50	74.43	75.68	6.30
21	2	16.63	0.02	-0.50	78.53	79.75	6.30
22	2	18.32	0.03	-0.50	82.10	83.79	6.30
23	2	-1.00	0.03	-0.50	82.10	83.79	6.30
24	2	-1.00	0.03	-0.50	82.10	83.79	6.30
25	2	-1.00	0.03	-0.50	82.10	83.79	6.30
26	2	-1.00	0.03	-0.50	82.10	83.79	6.30
27	2	-1.00	0.03	-0.50	82.10	83.79	6.30
28	2	-1.00	0.03	-0.50	82.10	83.79	6.30
29	2	-1.00	0.03	-0.50	82.10	83.79	6.30
30	2	-1.00	0.03	-0.50	82.10	83.79	6.30
31	2	-1.00	0.03	-0.50	82.10	83.79	6.30
1	3	0.01	0.00	-1.00	5.42	5.42	6.30
2	3	0.03	0.00	-1.00	8.98	8.98	6.30
3	3	0.10	0.00	-1.00	12.52	12.52	6.30
4	3	0.25	0.00	-1.00	16.06	16.05	6.30
5	3	0.43	0.00	-1.00	18.59	18.08	6.30
6	3	0.73	0.00	-1.00	22.64	22.63	6.30
7	3	1.06	0.01	-1.00	25.17	25.66	6.30
8	3	1.45	0.01	-1.00	28.19	29.68	6.30
9	3	2.01	0.01	-1.00	32.77	33.75	6.30
10	3	2.54	0.00	-1.00	35.81	37.29	6.30
11	3	3.21	0.00	-1.00	39.87	41.33	6.30
12	3	3.90	0.00	-1.00	43.90	44.84	6.30
13	3	4.59	0.00	-1.00	47.48	48.91	6.30
14	3	5.38	0.00	-1.00	51.51	52.93	6.30
15	3	6.22	0.00	-1.00	55.59	57.00	6.30
16	3	6.95	0.01	-1.00	59.12	60.01	6.30
17	3	7.88	0.00	-1.00	63.21	64.08	6.30
18	3	9.45	0.01	-1.00	67.28	68.63	6.30
19	3	10.58	0.01	-1.00	70.84	71.66	6.30
20	3	12.06	0.01	-1.00	74.38	75.68	6.30
21	3	13.62	0.01	-1.00	78.45	79.72	6.30
22	3	15.12	0.02	-1.00	82.02	83.26	6.30
23	3	16.86	0.02	-1.00	86.09	87.31	6.30
24	3	18.78	0.03	-1.00	90.17	91.35	6.30
25	3	-1.00	0.03	-1.00	90.17	91.35	6.30
26	3	-1.00	0.03	-1.00	90.17	91.35	6.30
27	3	-1.00	0.03	-1.00	90.17	91.35	6.30
28	3	-1.00	0.03	-1.00	90.17	91.35	6.30
29	3	-1.00	0.03	-1.00	90.17	91.35	6.30
30	3	-1.00	0.03	-1.00	90.17	91.35	6.30
31	3	-1.00	0.03	-1.00	90.17	91.35	6.30
1	4	0.00	0.00	-1.50	5.44	5.94	6.30
2	4	0.00	0.01	-1.50	8.98	8.47	6.30
3	4	0.01	0.00	-1.50	12.52	12.52	6.30
4	4	0.04	0.00	-1.50	16.06	16.05	6.30
5	4	0.10	0.00	-1.50	18.58	18.58	6.30
6	4	0.22	0.01	-1.50	22.10	22.60	6.30
7	4	0.39	0.00	-1.50	25.64	26.14	6.30
8	4	0.61	0.01	-1.50	28.20	29.20	6.30
9	4	0.95	0.00	-1.50	32.75	33.24	6.30
10	4	1.33	0.00	-1.50	35.79	36.78	6.30
11	4	1.81	0.00	-1.50	40.33	41.81	6.30
12	4	2.36	0.01	-1.50	44.38	45.35	6.30
13	4	2.87	0.00	-1.50	47.42	48.89	6.30
14	4	3.50	0.01	-1.50	51.48	52.43	6.30
15	4	4.24	0.00	-1.50	55.54	56.98	6.30
16	4	4.90	0.00	-1.50	59.59	60.51	6.30
17	4	5.70	0.00	-1.50	63.14	64.05	6.30
18	4	6.51	0.00	-1.50	67.20	68.10	6.30
19	4	7.23	0.00	-1.50	70.25	71.64	6.30
20	4	8.16	0.00	-1.50	74.82	75.68	6.30
21	4	10.34	0.01	-1.50	78.39	79.72	6.30
22	4	11.82	0.01	-1.50	82.46	82.76	6.30
23	4	13.49	0.02	-1.50	86.03	87.31	6.30
24	4	15.27	0.02	-1.50	90.11	91.35	6.30
25	4	17.04	0.03	-1.50	94.18	94.89	6.30
26	4	-1.00	0.03	-1.50	94.18	94.89	6.30
27	4	-1.00	0.03	-1.50	94.18	94.89	6.30
28	4	-1.00	0.03	-1.50	94.18	94.89	6.30
29	4	-1.00	0.03	-1.50	94.18	94.89	6.30
30	4	-1.00	0.03	-1.50	94.18	94.89	6.30
31	4	-1.00	0.03	-1.50	94.18	94.89	6.30
1	5	0.00	0.00	-2.00	5.92	5.92	6.30
2	5	0.00	0.01	-2.00	8.47	8.47	6.30
3	5	0.00	0.00	-2.00	12.52	12.52	6.30
4	5	0.00	0.00	-2.00	16.05	16.05	6.30
5	5	0.01	0.00	-2.00	18.56	18.56	6.30
6	5	0.04	0.00	-2.00	22.60	22.60	6.30
7	5	0.09	0.01	-2.00	25.13	26.14	6.30
8	5	0.19	0.01	-2.00	29.18	29.68	6.30
9	5	0.37	0.01	-2.00	32.72	33.22	6.30
10	5	0.61	0.00	-2.00	36.77	37.77	6.30
11	5	0.90	0.00	-2.00	40.31	41.31	6.30
